QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%),year
Q3,October to December,2012/13,95CC,Armagh,SWaMP2008,Finalised,6377,18,1524,857,2381,2399,37.3,250,4,4,3703,58.1,2218,10546,10546,5680,18,1284,831,2115,2133,37.2,3302,58.1,21647,262,60147,94,0,0,0,2012
Q3,October to December,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,7173,0,1379,1573,2952,2952,41.2,0,40,0.6,4181,58.3,2216,11156,11017,6428,0,1078,1573,2651,2652,41.2,3739,58.2,25161,255,64551,100,0,0,0,2012
Q3,October to December,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3434,0,655,311,966,966,28.1,47,69,3.4,2352,68.5,1436,5525,5525,3103,0,574,311,885,885,28.5,2107,67.9,11665,266,31551,98,0,0,0,2012
Q3,October to December,2012/13,95FF,Banbridge,SWaMP2008,Finalised,5974,0,1397,1673,3071,3071,51.4,170,39,3.5,2681,44.9,1313,8573,8573,5569,0,1141,1592,2733,2733,49.1,2619,47,18585,300,48730,114,0,0,0,2012
Q3,October to December,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,34867,20,6377,2841,9218,9239,26.4,1857,0,5.3,23332,66.9,14133,48123,49209,28154,20,5730,2688,8418,8439,29.9,17949,63.8,123438,228,280537,100,0,0,0,2012
Q3,October to December,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,4800,0,1095,587,1682,1682,35,0,34,0.7,3084,64.3,1856,7328,7255,4177,0,838,587,1425,1425,34.1,2717,65.1,16320,256,39096,107,0,0,0,2012
Q3,October to December,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,6965,5,1400,1078,2478,2483,35.6,21,71,1.3,4358,62.6,2553,12079,11932,6549,5,1233,1078,2311,2316,35.3,4113,62.8,28045,234,67716,97,0,0,0,2012
Q3,October to December,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,7631,0,1637,660,2297,2297,30.1,491,173,8.7,4671,61.2,2955,10426,11426,6777,0,1557,660,2217,2217,32.7,3965,58.5,24565,276,58993,115,0,0,0,2012
Q3,October to December,2012/13,95KK,Cookstown,SWaMP2008,Finalised,4654,0,1177,674,1852,1852,39.8,77,16,2,2710,58.2,1584,6440,6440,4044,0,874,674,1549,1549,38.3,2411,59.6,13177,307,37411,108,0,0,0,2012
Q3,October to December,2012/13,95LL,Craigavon,SWaMP2008,Finalised,10870,0,3588,1358,4947,4947,45.5,2592,0,23.8,3221,29.6,1985,15708,15111,9964,0,3158,1358,4516,4516,45.3,2963,29.7,36704,271,94597,105,0,0,0,2012
Q3,October to December,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,13354,0,3856,234,4091,4091,30.6,2361,850,24,6053,45.3,4074,20192,20192,11722,0,3192,234,3426,3426,29.2,5363,45.8,41817,280,108586,108,0,0,0,2012
Q3,October to December,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,8261,0,1485,679,2163,2163,26.2,39,184,2.7,5875,71.1,3577,12645,13093,7769,0,1461,649,2110,2110,27.2,5440,70,26440,294,70440,110,0,0,0,2012
Q3,October to December,2012/13,95OO,Dungannon,SWaMP2008,Finalised,7139,0,1621,1070,2690,2690,37.7,273,38,4.4,4135,57.9,2429,9320,9320,6714,0,1576,1070,2646,2646,39.4,3778,56.3,20768,323,58813,114,0,0,0,2012
Q3,October to December,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,6527,19,1934,625,2559,2578,39.2,43,25,1,3848,59,2428,11101,11101,5840,19,1541,625,2166,2184,37.1,3565,61,24661,237,62400,94,0,0,0,2012
Q3,October to December,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,4459,4,1490,757,2247,2251,50.4,188,119,6.9,1891,42.4,1030,5710,5641,3737,4,1026,757,1782,1786,47.7,1673,44.8,13430,278,32191,116,0,0,0,2012
Q3,October to December,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4059,38,1310,310,1620,1658,39.9,325,59,9.5,2018,49.7,1351,6582,5182,3698,38,1011,310,1321,1358,35.7,1966,53.2,12418,298,33761,110,0,0,0,2012
Q3,October to December,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,13185,15,2305,2067,4371,4386,33.2,66,249,2.4,8436,64,4627,20551,20188,11981,15,1972,2067,4039,4054,33.7,7576,63.2,46398,258,121687,98,0,0,0,2012
Q3,October to December,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5539,0,1694,1267,2961,2961,53.5,586,100,12.4,1893,34.2,1100,7983,7983,5062,0,1391,1267,2658,2658,52.5,1759,34.8,15354,330,45450,111,0,0,0,2012
Q3,October to December,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2087,0,481,182,663,663,31.8,0,18,0.9,1406,67.4,913,3134,3534,1850,0,449,182,630,630,34.1,1202,65,6946,266,17129,108,0,0,0,2012
Q3,October to December,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,10886,0,2328,952,3280,3280,30.1,119,0,1.1,7472,68.6,4746,17422,18019,9523,0,2291,952,3242,3242,34,6170,64.8,35330,270,100858,94,0,0,0,2012
Q3,October to December,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,9957,0,2503,1480,3983,3983,40,189,102,2.9,5628,56.5,3403,14934,14750,8931,0,2027,1470,3497,3497,39.2,5112,57.2,34510,259,85322,105,0,0,0,2012
Q3,October to December,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,11268,45,2774,1700,4474,4519,39.7,54,357,3.6,6338,56.3,3412,14259,14087,9055,45,1880,1654,3533,3578,39,5101,56.3,33124,273,79420,114,0,0,0,2012
Q3,October to December,2012/13,95YY,Omagh,SWaMP2008,Finalised,5714,0,1485,800,2285,2285,40,91,181,4.8,3075,53.8,1808,9442,9442,5269,0,1325,800,2125,2125,40.3,2805,53.2,19265,274,51830,102,0,0,0,2012
Q3,October to December,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4270,0,895,162,1058,1058,24.8,135,158,6.9,2919,68.4,1854,7330,7330,3966,0,871,162,1033,1033,26,2653,66.9,15254,260,40033,99,0,0,0,2012
Q3,October to December,2012/13,NI,Northern Ireland,0,Finalised,216987,187,50369,27212,77580,77767,35.8,10077,3218,6.1,125043,57.6,74108,320000,320000,191005,187,42300,26864,69163,69350,36.2,108894,57,717014,266,1823634,105,0,0,0,2012
Q4,January to March,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,7221,18,2445,1373,3818,3836,52.9,46,0,0.6,3306,45.8,1661,9261,9043,6192,18,1705,1373,3078,3096,49.7,3024,48.8,19830,312,53835,115,0,0,0,2012
Q4,January to March,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,9316,4,1515,1025,2540,2544,27.3,50,232,3,6490,69.7,3854,14230,14061,8532,4,1452,1025,2477,2482,29,5783,67.8,32086,266,78550,109,0,0,0,2012
Q4,January to March,2012/13,95CC,Armagh,SWaMP2008,Finalised,6254,20,1472,692,2164,2183,34.6,202,0,3.2,3857,61.7,2352,10546,10546,5687,20,1281,677,1958,1978,34.4,3514,61.8,21542,264,60147,95,0,0,0,2012
Q4,January to March,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,6885,1,1717,1148,2865,2865,41.6,0,58,0.8,3962,57.5,2392,11156,11017,6333,1,1471,1148,2619,2620,41.4,3659,57.8,25247,251,64551,98,0,0,0,2012
Q4,January to March,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3255,0,688,132,819,819,25.2,110,64,5.3,2262,69.5,1449,5525,5525,2984,0,639,132,770,770,25.8,2051,68.7,11660,256,31551,95,0,0,0,2012
Q4,January to March,2012/13,95FF,Banbridge,SWaMP2008,Finalised,5620,0,1387,1367,2754,2754,49,153,44,3.5,2660,47.3,1392,8573,8573,5287,0,1175,1302,2477,2477,46.9,2609,49.3,18568,285,48730,108,0,0,0,2012
Q4,January to March,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,35991,17,9343,2971,12314,12331,34.2,9647,0,26.8,10180,28.3,6117,48123,49209,29250,17,8493,2773,11266,11284,38.5,7738,26.5,123191,237,280537,104,0,0,0,2012
Q4,January to March,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,4448,0,1013,381,1393,1393,31.3,0,32,0.7,3022,67.9,1880,7328,7255,3880,0,827,381,1208,1208,31.1,2640,68,16336,237,39096,99,0,0,0,2012
Q4,January to March,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,6144,3,1349,766,2115,2118,34.4,24,67,1.5,3909,63.6,2351,12079,11932,5708,3,1205,766,1971,1974,34.5,3620,63.4,28037,204,67716,84,0,0,0,2012
Q4,January to March,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,7238,0,2264,481,2745,2745,37.9,1347,164,20.9,2981,41.2,2070,10426,11426,6386,0,2088,481,2569,2569,40.2,2523,39.5,24464,261,58993,108,0,0,0,2012
Q4,January to March,2012/13,95KK,Cookstown,SWaMP2008,Finalised,4366,0,1101,568,1670,1670,38.2,190,26,5,2459,56.3,1454,6440,6440,3870,0,935,568,1504,1504,38.9,2156,55.7,13162,294,37411,103,0,0,0,2012
Q4,January to March,2012/13,95LL,Craigavon,SWaMP2008,Finalised,10307,3,3090,1011,4101,4104,39.8,1949,49,19.4,4150,40.3,2530,15708,15111,9361,3,2706,968,3674,3677,39.2,3802,40.6,36574,256,94597,99,0,0,0,2012
Q4,January to March,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,12972,0,3636,139,3775,3775,29.1,5429,712,47.3,2977,22.9,1982,20192,20192,11107,0,2990,139,3129,3129,28.2,2568,23.1,41650,267,108586,102,0,0,0,2012
Q4,January to March,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,7531,0,1469,477,1946,1946,25.8,42,157,2.6,5385,71.5,3358,12645,13093,7071,0,1443,465,1907,1907,27,4968,70.3,26409,268,70440,100,0,0,0,2012
Q4,January to March,2012/13,95OO,Dungannon,SWaMP2008,Finalised,6625,2,1717,657,2373,2375,35.8,513,28,8.2,3678,55.5,2313,9320,9320,6179,2,1680,657,2337,2339,37.8,3322,53.8,20835,297,58813,105,0,0,0,2012
Q4,January to March,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,6715,16,1990,271,2262,2277,33.7,59,48,1.6,4305,64.1,2961,11101,11101,5913,16,1520,271,1792,1808,30.3,3991,67.5,24744,239,62400,95,0,0,0,2012
Q4,January to March,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,4220,3,1486,366,1853,1856,43.9,162,112,6.5,2086,49.4,1283,5710,5641,3457,3,960,366,1326,1329,38.3,1881,54.4,13422,258,32191,107,0,0,0,2012
Q4,January to March,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,3899,24,1225,84,1309,1333,33.6,806,78,22.7,1682,43.1,1172,6582,5182,3566,24,963,84,1048,1072,29.4,1635,45.8,12414,287,33761,106,0,0,0,2012
Q4,January to March,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,12323,13,2535,1492,4027,4040,32.7,396,220,5,7627,61.9,4313,20551,20188,11094,13,2147,1492,3639,3651,32.8,6832,61.6,46503,239,121687,91,0,0,0,2012
Q4,January to March,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,5374,0,1730,923,2653,2653,49.4,1479,101,29.4,1141,21.2,749,7983,7983,4658,0,1421,923,2345,2345,50.3,971,20.8,15358,303,45450,102,0,0,0,2012
Q4,January to March,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2097,0,694,77,771,771,36.8,176,54,11,1096,52.2,824,3134,3534,1959,0,658,77,735,735,37.5,1008,51.5,6938,282,17129,114,0,0,0,2012
Q4,January to March,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,10377,0,2553,716,3268,3268,31.5,112,0,1.1,6890,66.4,4453,17422,18019,9079,0,2512,716,3228,3228,35.5,5673,62.5,35376,257,100858,90,0,0,0,2012
Q4,January to March,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,10386,0,2416,1221,3637,3637,35,222,225,4.3,6266,60.3,3318,14934,14750,8556,0,1839,1210,3049,3049,35.6,5083,59.4,34453,248,85322,100,0,0,0,2012
Q4,January to March,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,10823,34,3005,1109,4114,4148,38,54,0,0.5,6620,61.2,3820,14259,14087,8800,34,2144,1040,3184,3218,36.2,5536,62.9,33157,265,79420,111,0,0,0,2012
Q4,January to March,2012/13,95YY,Omagh,SWaMP2008,Finalised,5555,0,1424,615,2040,2040,36.7,92,159,4.5,3316,59.7,2035,9442,9442,5199,0,1326,615,1942,1942,37.3,3061,58.9,19338,269,51830,100,0,0,0,2012
Q4,January to March,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4518,0,1103,85,1188,1188,26.3,145,101,5.4,2982,66,2001,7330,7330,4234,0,1078,85,1163,1163,27.5,2744,64.8,15288,277,40033,106,0,0,0,2012
Q4,January to March,2012/13,NI,Northern Ireland,0,Finalised,210459,158,54365,20148,74513,74671,35.4,23406,2731,12.4,105290,50,64082,320000,320000,184344,158,46659,19734,66393,66551,36,92391,50.1,716583,257,1823634,101,0,0,0,2012
Q1,April to June,2013/14,95AA,Antrim,arc21 (pre April 2015),Finalised,8622,22,2531,2387,4917,4939,57,27,521,6.3,3104,36,1294,8846,8705,7318,22,1527,2387,3914,3936,53.5,2808,38.4,19858,369,53978,136,3698,6736,549,2013
Q1,April to June,2013/14,95BB,Ards,arc21 (pre April 2015),Finalised,10919,4,1689,2581,4270,4274,39.1,38,325,3.3,6282,57.5,3135,13617,13736,10164,4,1629,2581,4210,4214,41.4,5602,55.1,32141,316,78549,129,4218,9757,432,2013
Q1,April to June,2013/14,95CC,Armagh,SWaMP2008,Finalised,6902,20,1311,1674,2985,3005,43.2,225,0,3.3,3648,52.8,1969,10089,10089,6308,20,1065,1646,2711,2731,43,3347,53.1,21585,292,60423,104,2728,6173,442,2013
Q1,April to June,2013/14,95DD,Ballymena,arc21 (pre April 2015),Finalised,7905,2,1960,2193,4152,4154,52.5,0,59,0.7,3692,46.7,1968,10656,10511,7166,2,1562,2193,3755,3757,52.4,3354,46.8,25310,283,64762,111,3581,6787,528,2013
Q1,April to June,2013/14,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,3856,0,697,696,1393,1393,36.1,104,66,4.4,2292,59.5,1207,5311,5311,3469,0,603,696,1299,1299,37.4,2014,58,11678,297,31659,110,1291,3376,382,2013
Q1,April to June,2013/14,95FF,Banbridge,SWaMP2008,Finalised,6869,0,1459,2546,4005,4005,58.3,155,49,3,2632,38.3,993,8247,7476,6394,0,1132,2472,3604,3604,56.4,2564,40.1,18602,344,48905,131,3596,6280,573,2013
Q1,April to June,2013/14,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,36985,18,8435,4708,13143,13162,35.5,7442,160,20.6,15531,42,8843,45652,45043,30998,18,7619,4540,12158,12177,39.2,12251,39.5,123337,251,281735,110,12054,29911,403,2013
Q1,April to June,2013/14,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5260,0,1185,1212,2396,2396,45.6,0,35,0.7,2811,53.4,1471,7011,6920,4547,0,882,1212,2094,2094,46,2403,52.8,16370,278,39015,117,2089,4456,469,2013
Q1,April to June,2013/14,95II,Castlereagh,arc21 (pre April 2015),Finalised,8137,4,1499,2028,3527,3531,43.3,16,96,1.4,4461,54.8,2251,11488,11335,7558,4,1231,2028,3259,3263,43.1,4153,55,28065,269,67883,111,3263,7192,454,2013
Q1,April to June,2013/14,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,9047,0,1647,1291,2938,2938,32.5,955,417,15.2,4736,52.4,2538,9941,9941,7884,0,1516,1291,2807,2807,35.6,3884,49.3,24515,322,59043,134,2765,7601,364,2013
Q1,April to June,2013/14,95KK,Cookstown,SWaMP2008,Finalised,5201,0,1123,1127,2250,2250,43.3,261,30,5.6,2655,51,1393,6175,6175,4544,0,800,1127,1927,1927,42.4,2353,51.8,13196,344,37552,121,1858,4452,417,2013
Q1,April to June,2013/14,95LL,Craigavon,SWaMP2008,Finalised,12483,0,3029,2691,5720,5720,45.8,1920,232,17.2,4561,36.5,2433,15037,15037,11118,0,2507,2619,5125,5125,46.1,4029,36.2,36632,304,95474,116,4764,10632,448,2013
Q1,April to June,2013/14,95MM,Derry,NWRWMG (pre April 2015),Finalised,14170,0,3739,565,4304,4304,30.4,2399,467,20.2,6999,49.4,4671,19309,19092,11796,0,2912,565,3477,3477,29.5,5857,49.7,41768,282,108610,109,3075,10656,289,2013
Q1,April to June,2013/14,95NN,Down,arc21 (pre April 2015),Finalised,8821,0,1459,1472,2931,2931,33.2,26,228,2.9,5636,63.9,3198,12127,13862,8465,0,1428,1457,2885,2885,34.1,5327,62.9,26491,320,70825,120,2835,8149,348,2013
Q1,April to June,2013/14,95OO,Dungannon,SWaMP2008,Finalised,7678,1,1575,1521,3096,3097,40.3,405,218,8.1,3957,51.5,2232,8928,8928,7242,1,1528,1521,3049,3050,42.1,3605,49.8,20874,347,59298,122,2844,6884,413,2013
Q1,April to June,2013/14,95PP,Fermanagh,SWaMP2008,Finalised,6804,29,2119,552,2670,2699,39.2,28,40,1,4018,59,2666,10623,10623,5905,29,1625,552,2177,2206,36.9,3627,61.4,24784,238,62527,94,2015,5590,360,2013
Q1,April to June,2013/14,95QQ,Larne,arc21 (pre April 2015),Finalised,5448,4,1703,1291,2994,2997,54.9,71,103,3.2,2269,41.6,1074,5441,5364,4438,4,1012,1291,2302,2306,51.9,1971,44.4,13435,330,32220,138,2208,4093,540,2013
Q1,April to June,2013/14,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4698,34,1401,651,2052,2086,43.7,497,108,12.9,2007,42.7,1197,6317,6317,4123,34,980,651,1631,1665,39.6,1910,46.3,12452,331,33886,122,1533,3925,391,2013
Q1,April to June,2013/14,95SS,Lisburn,arc21 (pre April 2015),Finalised,15404,13,3179,3603,6782,6796,44,373,321,4.5,7874,51.1,3763,19621,19351,13650,13,2327,3603,5930,5943,43.4,7017,51.4,46702,292,121990,112,5925,13216,448,2013
Q1,April to June,2013/14,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,6177,0,1711,1697,3408,3408,55.2,669,185,13.8,1915,31,999,7668,7668,5340,0,1290,1697,2986,2986,55.9,1611,30.2,15408,347,45826,117,2722,5020,542,2013
Q1,April to June,2013/14,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2418,0,529,409,938,938,38.8,182,66,10.2,1232,51,699,3001,3001,2206,0,496,409,905,905,41,1077,48.8,6949,317,17111,129,892,2188,408,2013
Q1,April to June,2013/14,95VV,Newry and Mourne,SWaMP2008,Finalised,11977,0,2284,1648,3931,3931,32.8,111,8,1,7851,65.5,4814,16721,17492,10696,0,2241,1648,3888,3888,36.4,6642,62.1,35464,302,101612,105,3697,10163,364,2013
Q1,April to June,2013/14,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,12035,0,2828,3155,5983,5983,49.7,362,336,5.8,5303,44.1,2649,14240,14050,10786,0,2109,3103,5213,5213,48.3,4869,45.1,34498,313,85558,126,5083,10037,506,2013
Q1,April to June,2013/14,95XX,North Down,arc21 (pre April 2015),Finalised,13105,49,3664,2975,6639,6688,50.7,42,163,1.6,6212,47.4,2884,13593,13415,10542,49,2369,2926,5295,5345,50.2,5003,47.5,33237,317,79424,133,5324,10143,525,2013
Q1,April to June,2013/14,95YY,Omagh,SWaMP2008,Finalised,6012,0,1639,1167,2807,2807,46.7,80,226,5.1,2980,49.6,1643,9043,9043,5516,0,1405,1167,2572,2572,46.6,2720,49.3,19358,285,51838,106,2519,5464,461,2013
Q1,April to June,2013/14,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,4460,0,1005,296,1300,1300,29.2,148,111,5.8,2782,62.4,1792,7012,7229,4060,0,958,296,1254,1254,30.9,2460,60.6,15303,265,40022,101,1207,3768,320,2013
Q1,April to June,2013/14,NI,Northern Ireland,0,Finalised,241394,201,55399,46134,101533,101734,42.1,16536,4569,8.7,117443,48.7,63778,305714,305714,212232,201,44754,45675,90429,90630,42.6,102459,48.3,718012,296,1829725,116,87785,202646,433,2013
Q2,July to September,2013/14,95AA,Antrim,arc21 (pre April 2015),Finalised,9656,19,2964,2938,5901,5920,61.1,31,563,6.1,3106,32.2,1133,8846,8705,7971,19,1548,2938,4485,4504,56.3,2842,35.7,19921,400,53978,148,4254,7499,567,2013
Q2,July to September,2013/14,95BB,Ards,arc21 (pre April 2015),Finalised,11715,2,1550,2958,4508,4510,38.5,45,396,3.8,6764,57.7,3329,13617,13736,10930,2,1493,2958,4451,4453,40.7,6055,55.4,32196,339,78549,139,4445,10603,419,2013
Q2,July to September,2013/14,95CC,Armagh,SWaMP2008,Finalised,7159,18,1601,1716,3317,3334,46.3,365,149,7.2,3276,45.8,1705,10089,10089,6585,18,1291,1646,2937,2955,44.6,3104,47.1,21616,305,60423,109,2943,6376,462,2013
Q2,July to September,2013/14,95DD,Ballymena,arc21 (pre April 2015),Finalised,8443,2,2005,2651,4656,4658,55.1,0,193,2.3,3592,42.5,1615,10656,10511,7779,2,1622,2651,4272,4275,54.9,3320,42.7,25338,307,64762,120,4172,7526,554,2013
Q2,July to September,2013/14,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,4227,0,718,899,1617,1617,38.3,36,83,2.8,2491,58.9,1244,5311,5311,3779,0,614,899,1513,1513,40,2153,57,11692,323,31659,119,1500,3693,406,2013
Q2,July to September,2013/14,95FF,Banbridge,SWaMP2008,Finalised,7071,0,1737,2752,4489,4489,63.5,249,61,4.4,2247,31.8,722,8247,7476,6600,0,1408,2657,4064,4064,61.6,2205,33.4,18633,354,48905,135,4077,6516,626,2013
Q2,July to September,2013/14,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,37307,0,8023,5343,13366,13366,35.8,5273,136,14.5,18080,48.5,10479,45652,45043,32023,0,7427,5227,12654,12654,39.5,14611,45.6,123482,259,281735,114,12641,31220,405,2013
Q2,July to September,2013/14,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,5505,0,1152,1422,2574,2574,46.8,0,50,0.9,2882,52.3,1435,7011,6920,4881,0,848,1422,2269,2269,46.5,2562,52.5,16407,297,39015,125,2269,4823,471,2013
Q2,July to September,2013/14,95II,Castlereagh,arc21 (pre April 2015),Finalised,8249,12,1563,2450,4013,4025,48.6,19,69,1.1,4089,49.6,1867,11488,11335,7680,12,1270,2450,3719,3732,48.4,3819,49.7,28089,273,67883,113,3732,7338,509,2013
Q2,July to September,2013/14,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,9396,0,2303,1957,4260,4260,45.3,1310,255,16.7,3571,38,2003,9941,9941,8547,0,2151,1957,4108,4108,48.1,3067,35.9,24553,348,59043,145,4008,8289,484,2013
Q2,July to September,2013/14,95KK,Cookstown,SWaMP2008,Finalised,4894,0,1148,921,2069,2069,42.3,250,109,7.3,2465,50.4,1248,6175,6175,4227,0,910,921,1831,1831,43.3,2079,49.2,13228,320,37552,113,1828,4217,434,2013
Q2,July to September,2013/14,95LL,Craigavon,SWaMP2008,Finalised,12425,0,2903,3077,5980,5980,48.1,708,344,8.5,5367,43.2,2702,15037,15037,11224,0,2331,3070,5401,5401,48.1,4841,43.1,36676,306,95474,118,5020,10789,465,2013
Q2,July to September,2013/14,95MM,Derry,NWRWMG (pre April 2015),Finalised,13094,0,4032,976,5008,5008,38.2,2118,500,20,5300,40.5,3404,19309,19092,11539,0,3227,976,4203,4203,36.4,4820,41.8,41858,276,108610,106,4116,10667,386,2013
Q2,July to September,2013/14,95NN,Down,arc21 (pre April 2015),Finalised,10018,0,1573,1469,3042,3042,30.4,44,220,2.6,6712,67,3835,12127,13862,7910,0,1485,1444,2930,2930,37,4730,59.8,26537,298,70825,112,2896,7628,380,2013
Q2,July to September,2013/14,95OO,Dungannon,SWaMP2008,Finalised,7637,0,1583,1913,3496,3496,45.8,163,250,5.4,3728,48.8,1880,8928,8928,7194,0,1510,1913,3423,3423,47.6,3380,47,20912,344,59298,121,3272,6945,471,2013
Q2,July to September,2013/14,95PP,Fermanagh,SWaMP2008,Finalised,6982,35,1895,751,2645,2680,37.9,27,58,1.2,4209,60.3,2563,10623,10623,6317,35,1534,751,2285,2320,36.2,3919,62,24814,255,62527,101,2238,6167,363,2013
Q2,July to September,2013/14,95QQ,Larne,arc21 (pre April 2015),Finalised,5986,2,1784,1515,3299,3301,55.1,20,83,1.7,2572,43,1195,5441,5364,4872,2,997,1515,2511,2513,51.5,2263,46.4,13449,362,32220,151,2381,4540,524,2013
Q2,July to September,2013/14,95RR,Limavady,NWRWMG (pre April 2015),Finalised,4970,24,1409,930,2339,2364,47.1,109,137,5,2361,47.5,1322,6317,6317,4398,24,964,930,1894,1919,43.1,2242,51,12460,353,33886,130,1864,4226,441,2013
Q2,July to September,2013/14,95SS,Lisburn,arc21 (pre April 2015),Finalised,15579,9,3231,4130,7361,7371,47.3,465,357,5.3,7322,47,3215,19621,19351,13869,9,2365,4130,6495,6505,46.8,6536,47.1,46808,296,121990,114,6487,13521,480,2013
Q2,July to September,2013/14,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,6307,0,1537,2031,3568,3568,56.6,435,173,9.6,2131,33.8,888,7668,7668,5495,0,1123,2031,3154,3154,57.4,1802,32.8,15439,356,45826,120,3093,5413,571,2013
Q2,July to September,2013/14,95UU,Moyle,NWRWMG (pre April 2015),Finalised,2694,0,574,534,1108,1108,41.1,68,60,4.7,1459,54.2,856,3001,3001,2485,0,542,534,1076,1076,43.3,1290,51.9,6962,357,17111,145,1065,2473,431,2013
Q2,July to September,2013/14,95VV,Newry and Mourne,SWaMP2008,Finalised,11917,0,2788,2069,4858,4858,40.8,168,8,1.5,6883,57.8,3957,16721,17492,10649,0,2746,2069,4815,4815,45.2,5687,53.4,35527,300,101612,105,4660,10281,453,2013
Q2,July to September,2013/14,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,12415,0,2830,3757,6588,6588,53.1,279,468,6,5017,40.4,2251,14240,14050,11527,0,2321,3702,6024,6024,52.3,4725,41,34555,334,85558,135,5903,10786,547,2013
