QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%),year
Q1,April to June,2019/20,N09000001,Antrim & Newtownabbey,arc21,Finalised,27492,8,8810,8803,17613,17622,64.1,1894,2028,14.3,5564,20.2,2229,16788,16788,22551,8,4751,8803,13554,13563,60.1,4967,22,57818,390,145152,155,12765,21408,596,2019
Q1,April to June,2019/20,N09000011,Ards & North Down,arc21,Finalised,23352,34,5081,8064,13145,13179,56.3,248,926,5,8962,38.4,3627,19017,19017,21332,34,4131,8001,12132,12166,56.9,8011,37.6,68921,310,162807,131,12062,21160,570,2019
Q1,April to June,2019/20,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,28694,10,7566,9256,16822,16832,58.6,5705,736,22.4,4108,14.3,1953,24417,24417,26332,10,6221,9085,15305,15316,58.1,3813,14.5,80833,326,217069,121,13780,24698,558,2019
Q1,April to June,2019/20,N09000003,Belfast,arc21,Finalised,43712,71,9737,9249,18986,19057,43.4,6261,1312,17.3,14850,34,8588,40289,40289,37257,71,8778,8975,17753,17824,47.6,11564,31,147896,252,345391,108,16480,35262,467,2019
Q1,April to June,2019/20,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,21521,19,4924,6265,11189,11208,52,2790,1128,18.2,5552,25.8,2709,17062,17062,20009,19,4633,6265,10898,10916,54.5,4787,23.9,57833,346,142776,140,9620,18935,508,2019
Q1,April to June,2019/20,N09000005,Derry City & Strabane,NWRWMG,Finalised,21435,33,6986,3309,10296,10329,48,4567,1257,27.2,3989,18.6,2708,17929,17929,18534,33,5098,3306,8404,8438,45.3,3605,19.5,59911,309,151236,123,6779,16892,401,2019
Q1,April to June,2019/20,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14455,10,3898,3307,7205,7215,49.8,1034,587,11.2,5575,38.6,3138,13781,13781,12643,10,3255,3307,6562,6572,51.9,4572,36.2,45251,279,116797,108,6342,12244,518,2019
Q1,April to June,2019/20,N09000007,Lisburn & Castlereagh,arc21,Finalised,21486,31,5177,7134,12311,12342,57.3,630,980,7.5,7430,34.6,3002,16444,16444,19333,31,3462,7043,10505,10536,54.3,7116,36.8,58647,330,147467,131,9826,18397,534,2019
Q1,April to June,2019/20,N09000008,Mid & East Antrim,arc21,Finalised,20091,8,4602,6671,11272,11280,56.1,507,864,6.8,7183,35.7,3164,16387,16387,18038,8,3395,6610,10005,10012,55.5,6476,35.9,57214,315,139066,130,9637,17522,550,2019
Q1,April to June,2019/20,N09000009,Mid Ulster,No waste management group,Finalised,21024,0,5735,7051,12787,12787,60.8,6501,845,34.9,780,3.7,331,16932,16932,18662,0,4669,7051,11720,11720,62.8,642,3.4,52190,358,149230,125,11274,18056,624,2019
Q1,April to June,2019/20,N09000010,"Newry, Mourne & Down",arc21,Finalised,21937,3,5127,6678,11806,11809,53.8,8127,855,40.9,966,4.4,444,20954,20954,19909,3,4824,6678,11502,11505,57.8,781,3.9,66367,300,181528,110,10993,19143,574,2019
Q1,April to June,2019/20,NI,Northern Ireland,0,Finalised,265198,228,67644,75788,143432,143660,54.1,38263,11520,18.8,64959,24.5,31894,220000,220000,234600,228,53216,75125,128341,128569,54.7,56334,24,752880,312,1898519,124,119557,223718,534,2019
Q2,July to September,2019/20,N09000001,Antrim & Newtownabbey,arc21,Finalised,28246,11,8923,9352,18275,18285,64.7,1827,2301,14.6,5462,19.3,1980,16788,16788,23347,11,4816,9352,14167,14178,60.7,4908,21,57994,403,145152,161,13382,22126,605,2019
Q2,July to September,2019/20,N09000011,Ards & North Down,arc21,Finalised,24260,33,5512,8712,14224,14257,58.6,274,1025,5.4,8656,35.7,3327,19017,19017,22240,33,4539,8617,13156,13189,59.2,7771,34.9,69097,322,162807,137,13030,21972,593,2019
Q2,July to September,2019/20,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,29444,6,7658,9328,16986,16992,57.7,6640,1088,26.2,3405,11.6,1584,24417,24417,26375,6,6114,9293,15408,15414,58.4,2964,11.2,81082,325,217069,122,13909,24759,562,2019
Q2,July to September,2019/20,N09000003,Belfast,arc21,Finalised,44731,83,10256,9207,19463,19545,43.5,7854,1049,19.9,13932,31.1,8202,40289,40289,39016,83,9402,8983,18385,18467,47.1,11289,28.9,148003,264,345391,113,16822,36821,457,2019
Q2,July to September,2019/20,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,23883,20,5790,7307,13097,13117,54.8,3030,947,16.6,5912,24.8,2455,17062,17062,20558,20,5033,7307,12340,12360,60,4304,20.9,57972,355,142776,144,10707,19513,549,2019
Q2,July to September,2019/20,N09000005,Derry City & Strabane,NWRWMG,Finalised,21055,46,7078,3605,10682,10729,50.7,4643,1209,27.8,3236,15.4,2143,17929,17929,18421,46,5255,3592,8847,8894,48,2972,16.1,60109,306,151236,122,7319,16863,434,2019
Q2,July to September,2019/20,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14384,11,3906,3402,7308,7319,50.8,542,631,8.1,5864,40.8,3193,13781,13781,12587,11,3311,3402,6713,6724,53.3,4741,37.7,45332,278,116797,108,6592,12312,535,2019
Q2,July to September,2019/20,N09000007,Lisburn & Castlereagh,arc21,Finalised,21795,41,5074,7134,12208,12249,56,587,1083,7.7,7779,35.7,3249,16444,16444,19845,41,3535,7130,10666,10707,53.7,7405,37.3,58829,337,147467,135,10070,18975,531,2019
Q2,July to September,2019/20,N09000008,Mid & East Antrim,arc21,Finalised,21052,8,4641,7442,12084,12092,57.4,1344,892,10.6,6682,31.7,2771,16387,16387,18973,8,3428,7359,10787,10795,56.9,6043,31.8,57307,331,139066,136,10654,18739,569,2019
Q2,July to September,2019/20,N09000009,Mid Ulster,No waste management group,Finalised,22023,2,5599,7586,13186,13188,59.9,6936,919,35.7,864,3.9,341,16932,16932,19513,2,4504,7586,12090,12092,62,710,3.6,52374,373,149230,131,11736,19027,617,2019
Q2,July to September,2019/20,N09000010,"Newry, Mourne & Down",arc21,Finalised,23175,5,4978,6858,11836,11841,51.1,9159,852,43.2,1133,4.9,531,20954,20954,21017,5,4782,6858,11640,11645,55.4,924,4.4,66496,316,181528,116,11175,20356,549,2019
Q2,July to September,2019/20,NI,Northern Ireland,0,Finalised,274049,265,69415,79933,149348,149613,54.5,42836,11995,20,62925,23,29776,220000,220000,241892,265,54720,79480,134199,134464,55.5,54032,22.3,754594,321,1898519,127,125395,231463,542,2019
Q3,October to December,2019/20,N09000001,Antrim & Newtownabbey,arc21,Finalised,23965,8,7969,6210,14179,14187,59.2,1168,2173,13.9,6097,25.4,2985,16788,16788,19831,8,4832,6210,11042,11050,55.7,5306,26.8,58148,341,145152,137,10590,18872,561,2019
Q3,October to December,2019/20,N09000011,Ards & North Down,arc21,Finalised,19768,30,4809,5452,10261,10291,51.9,246,827,5.4,8286,41.9,4089,19017,19017,18239,30,4119,5353,9472,9502,51.9,7612,41.7,69291,263,162807,112,9309,17802,523,2019
Q3,October to December,2019/20,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,24413,6,7154,5437,12591,12597,51.6,7261,743,32.8,2410,9.9,1409,24417,24417,22005,6,6029,5337,11366,11372,51.7,2159,9.8,81354,270,217069,101,9770,20236,483,2019
Q3,October to December,2019/20,N09000003,Belfast,arc21,Finalised,41620,72,10137,6593,16731,16802,40.2,10551,814,27.3,10887,26.2,6846,40289,40289,35051,72,9163,6333,15497,15568,44.2,8480,24.2,148144,237,345391,101,13852,32281,429,2019
Q3,October to December,2019/20,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,18580,18,4917,3770,8687,8705,46.8,3515,727,22.8,4785,25.8,2582,17062,17062,16176,18,4436,3770,8206,8224,50.7,3741,23.1,58157,278,142776,113,6918,15105,458,2019
Q3,October to December,2019/20,N09000005,Derry City & Strabane,NWRWMG,Finalised,19709,40,6463,2620,9083,9123,46.1,5649,999,33.7,2555,13,1779,17929,17929,17535,40,5023,2590,7613,7653,43.4,2383,13.6,60272,291,151236,116,5969,15753,379,2019
Q3,October to December,2019/20,N09000006,Fermanagh & Omagh,No waste management group,Finalised,13243,9,3691,2442,6134,6142,46.3,598,576,8.9,5871,44.3,3459,13781,13781,11512,9,3046,2442,5488,5497,47.7,4877,42.4,45447,253,116797,99,5330,11204,476,2019
Q3,October to December,2019/20,N09000007,Lisburn & Castlereagh,arc21,Finalised,18272,32,4625,4705,9329,9362,51.1,638,844,8.1,7318,40,3765,16444,16444,16669,32,3480,4619,8099,8131,48.6,6979,41.9,59011,282,147467,113,7434,15717,473,2019
Q3,October to December,2019/20,N09000008,Mid & East Antrim,arc21,Finalised,16494,16,3959,3814,7773,7789,47.1,1337,724,12.5,6554,39.7,3666,16387,16387,14970,16,3197,3797,6994,7010,46.7,5946,39.7,57440,261,139066,108,6864,14639,469,2019
Q3,October to December,2019/20,N09000009,Mid Ulster,No waste management group,Finalised,18489,4,5289,5099,10388,10392,56.2,6546,665,39,753,4.1,369,16932,16932,16275,4,4396,5099,9495,9499,58.3,619,3.8,52545,310,149230,109,9204,15829,582,2019
Q3,October to December,2019/20,N09000010,"Newry, Mourne & Down",arc21,Finalised,19714,3,4963,4369,9332,9336,47.3,8503,672,46.5,972,4.9,517,20954,20954,17522,3,4669,4369,9038,9042,51.6,780,4.5,66630,263,181528,97,8517,16709,510,2019
Q3,October to December,2019/20,NI,Northern Ireland,0,Finalised,234266,238,63976,50511,114487,114725,48.9,46013,9765,23.8,56488,24.1,31465,220000,220000,205786,238,52391,49921,102312,102550,49.7,48884,23.8,756439,272,1898519,108,93758,194147,483,2019
Q4,January to March,2019/20,N09000001,Antrim & Newtownabbey,arc21,Finalised,22565,5,7848,4666,12515,12520,55.5,1554,1449,13.3,6808,30.2,3795,16788,16788,18673,5,4921,4666,9588,9593,51.3,6053,32.4,58392,320,145152,129,9076,17808,510,2019
Q4,January to March,2019/20,N09000011,Ards & North Down,arc21,Finalised,19318,26,5135,4392,9527,9553,49.3,336,823,6,8560,44.3,4719,19017,19017,17928,26,4462,4298,8759,8785,48.9,7992,44.6,69550,258,162807,110,8615,17665,488,2019
Q4,January to March,2019/20,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,24191,11,7311,4525,11837,11848,48.9,8154,863,37.3,1881,7.8,1157,24417,24417,21804,11,6284,4483,10767,10779,49.4,1668,7.6,81678,267,217069,100,9355,20219,463,2019
Q4,January to March,2019/20,N09000003,Belfast,arc21,Finalised,38452,68,9404,5104,14508,14576,37.7,10478,861,29.5,10370,27,6663,40289,40289,32791,68,8579,4859,13438,13506,41,8346,25.5,148599,221,345391,95,11954,30651,390,2019
Q4,January to March,2019/20,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,17296,22,4795,2664,7460,7481,43.1,4279,684,28.7,4021,23.2,2257,17062,17062,14958,22,4377,2664,7042,7063,47.1,3141,21,58290,257,142776,105,5977,14126,423,2019
Q4,January to March,2019/20,N09000005,Derry City & Strabane,NWRWMG,Finalised,19105,34,6021,1874,7895,7928,41.3,6193,1781,41.7,1910,10,1334,17929,17929,16971,34,4679,1855,6534,6568,38.5,1773,10.4,60625,280,151236,112,4701,15374,306,2019
Q4,January to March,2019/20,N09000006,Fermanagh & Omagh,No waste management group,Finalised,13142,3,3203,2182,5385,5388,41,629,1069,12.9,5906,44.9,3683,13781,13781,11619,3,2775,2182,4958,4961,42.7,4940,42.5,45567,255,116797,99,4767,11277,423,2019
Q4,January to March,2019/20,N09000007,Lisburn & Castlereagh,arc21,Finalised,17352,32,4549,3559,8108,8139,46.7,681,801,8.5,7635,44,4356,16444,16444,15928,32,3522,3528,7049,7081,44.3,7306,45.9,59171,269,147467,108,6414,15054,426,2019
Q4,January to March,2019/20,N09000008,Mid & East Antrim,arc21,Finalised,16159,8,4029,3162,7191,7199,44.5,1366,740,13,6815,42.2,4083,16387,16387,14791,8,3333,3146,6479,6487,43.8,6276,42.4,57822,256,139066,106,6346,14569,436,2019
Q4,January to March,2019/20,N09000009,Mid Ulster,No waste management group,Finalised,18109,4,5072,3724,8796,8800,48.6,7235,1117,46.1,813,4.5,464,16932,16932,15533,4,4130,3724,7853,7857,50.6,650,4.2,52799,294,149230,104,7542,15036,502,2019
Q4,January to March,2019/20,N09000010,"Newry, Mourne & Down",arc21,Finalised,19782,3,5140,3800,8940,8943,45.2,8779,716,48,1130,5.7,639,20954,20954,17570,3,4789,3800,8589,8592,48.9,943,5.4,67034,262,181528,97,8150,16915,482,2019
Q4,January to March,2019/20,NI,Northern Ireland,0,Finalised,225472,216,62508,39652,102160,102377,45.3,49683,10903,26.9,55849,24.8,33151,220000,220000,198564,216,51851,39205,91056,91272,45.9,49087,24.7,759526,261,1898519,105,82897,188694,439,2019
Q1,April to June,2020/21,N09000001,Antrim & Newtownabbey,arc21,Finalised,18359,3,3117,6912,10029,10031,54.6,896,363,6.9,6964,37.9,2836,0,0,16959,3,3003,6912,9915,9918,58.5,5841,34.4,58441,290,145563,117,9727,16523,589,2020
Q1,April to June,2020/21,N09000011,Ards & North Down,arc21,Finalised,21013,23,4687,8075,12762,12785,60.7,281,161,2.1,7764,36.9,3247,0,0,19572,23,3943,7977,11921,11944,60.9,7191,36.7,69620,281,163206,120,11866,19449,610,2020
Q1,April to June,2020/21,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,26375,28,6316,8360,14676,14704,55.6,8668,481,34.7,1148,4.4,571,0,0,24732,28,5670,8336,14006,14034,56.6,1051,4.2,81784,302,218162,113,12615,23149,545,2020
Q1,April to June,2020/21,N09000003,Belfast,arc21,Finalised,40865,15,8138,9601,17739,17753,43.4,11185,440,28.4,9324,22.8,5378,0,0,36833,15,7608,9472,17080,17095,46.4,7945,21.6,148688,248,344994,107,15457,34747,445,2020
Q1,April to June,2020/21,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,19571,19,4774,6010,10783,10802,55.1,5667,379,30.9,1694,8.7,675,0,0,18132,19,4483,6010,10493,10512,57.9,1456,8,58337,311,142507,127,9313,17058,546,2020
Q1,April to June,2020/21,N09000005,Derry City & Strabane,NWRWMG,Finalised,19911,14,6056,3707,9763,9777,49,7072,602,38.5,1113,5.6,687,0,0,18380,14,5118,3694,8811,8826,47.9,1051,5.7,60665,303,150831,122,6602,16790,393,2020
Q1,April to June,2020/21,N09000006,Fermanagh & Omagh,No waste management group,Finalised,12602,12,2940,2484,5424,5436,43,773,295,8.5,6027,47.8,3517,0,0,11578,12,2794,2484,5278,5290,45.6,5217,45.1,45616,254,116594,99,5148,11370,453,2020
Q1,April to June,2020/21,N09000007,Lisburn & Castlereagh,arc21,Finalised,18810,11,3774,6853,10626,10637,56.5,372,395,4.1,7324,38.9,3115,0,0,18050,11,3312,6785,10097,10108,55.9,7108,39.4,59211,305,148102,122,9670,17444,554,2020
Q1,April to June,2020/21,N09000008,Mid & East Antrim,arc21,Finalised,19156,15,3802,6815,10617,10632,55.4,853,565,7.4,7069,36.9,3140,0,0,18138,15,3217,6815,10032,10047,55.3,6685,36.9,57877,313,139134,130,9912,17931,553,2020
Q1,April to June,2020/21,N09000009,Mid Ulster,No waste management group,Finalised,19724,21,5260,6469,11729,11750,59.5,6828,428,36.8,655,3.3,297,0,0,18126,21,4510,6469,10979,11000,60.6,580,3.2,52855,343,149747,121,10632,17677,601,2020
Q1,April to June,2020/21,N09000010,"Newry, Mourne & Down",arc21,Finalised,20174,6,4767,6087,10855,10861,53.8,7909,199,40.2,1142,5.7,432,0,0,18760,6,4590,6087,10678,10684,56.9,1015,5.4,67083,280,181683,103,10406,18204,572,2020
Q1,April to June,2020/21,NI,Northern Ireland,0,Finalised,236561,167,53630,71371,125001,125169,52.8,50503,4308,23.2,50224,21.2,23896,0,0,219258,167,48249,71040,119289,119457,54.4,45139,20.6,760176,288,1900523,115,111350,210342,529,2020
Q2,July to September,2020/21,N09000001,Antrim & Newtownabbey,arc21,Finalised,28490,28,8182,9012,17194,17222,60.4,2618,1713,15.2,6787,23.8,2843,0,0,22665,28,4598,9012,13611,13638,60.1,5217,23,58578,387,145563,156,13506,22203,608,2020
Q2,July to September,2020/21,N09000011,Ards & North Down,arc21,Finalised,26518,104,5809,8495,14304,14408,53.9,445,1232,6.3,10394,39.2,4544,0,0,24430,104,4605,8397,13003,13107,53.2,9678,39.6,69763,350,163206,150,12962,24212,535,2020
Q2,July to September,2020/21,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,32187,86,8342,10000,18342,18427,57,8373,1582,30.9,2310,7.2,1101,0,0,28948,86,6833,9862,16694,16780,57.7,2011,6.9,81986,353,218162,133,15265,27267,560,2020
Q2,July to September,2020/21,N09000003,Belfast,arc21,Finalised,45933,20,9907,8836,18744,18764,40.8,9769,1251,24,13989,30.5,8308,0,0,40317,20,9189,8664,17853,17873,44.3,11472,28.5,148845,271,344994,117,16230,38129,426,2020
Q2,July to September,2020/21,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,23500,65,5720,6940,12660,12725,53.9,5994,854,29.1,2727,11.6,1062,0,0,21017,65,5202,6940,12142,12207,57.8,2172,10.3,58490,359,142507,147,10798,19896,543,2020
Q2,July to September,2020/21,N09000005,Derry City & Strabane,NWRWMG,Finalised,22492,72,7048,4113,11162,11234,49.6,6656,1059,34.3,2193,9.8,1354,0,0,19683,72,5312,4104,9416,9489,47.8,1972,10,60834,324,150831,130,7333,18060,406,2020
Q2,July to September,2020/21,N09000006,Fermanagh & Omagh,No waste management group,Finalised,16196,41,4133,3525,7657,7698,47.3,929,877,11.2,6564,40.5,3847,0,0,14047,41,3431,3525,6956,6997,49.5,5280,37.6,45707,307,116594,120,6820,13727,497,2020
Q2,July to September,2020/21,N09000007,Lisburn & Castlereagh,arc21,Finalised,22707,33,5083,7454,12537,12571,55.2,678,1092,7.8,8277,36.5,3540,0,0,21037,33,3805,7427,11232,11266,53.4,7945,37.8,59419,354,148102,142,10638,20230,526,2020
Q2,July to September,2020/21,N09000008,Mid & East Antrim,arc21,Finalised,22431,56,4837,7634,12472,12528,55.6,1682,1073,12.3,7109,31.7,3074,0,0,20660,56,3736,7610,11346,11402,54.9,6595,31.9,58021,356,139134,148,11255,20443,551,2020
Q2,July to September,2020/21,N09000009,Mid Ulster,No waste management group,Finalised,24621,82,6377,8484,14861,14943,60.4,7810,928,35.5,825,3.4,348,0,0,21637,82,4908,8484,13391,13473,61.9,680,3.1,53008,408,149747,144,13076,21115,619,2020
Q2,July to September,2020/21,N09000010,"Newry, Mourne & Down",arc21,Finalised,23530,36,5549,6667,12216,12252,51.9,8916,956,42,1255,5.3,593,0,0,21644,36,5201,6667,11868,11903,54.8,1064,4.9,67249,322,181683,119,11410,21028,543,2020
Q2,July to September,2020/21,NI,Northern Ireland,0,Finalised,288605,623,70988,81161,152148,152771,52.7,53869,12618,23,62430,21.6,30614,0,0,256085,623,56821,80692,137513,138135,53.7,54085,21.1,761900,336,1900523,135,129293,246311,525,2020
Q3,October to December,2020/21,N09000001,Antrim & Newtownabbey,arc21,Finalised,24782,26,7645,6191,13836,13862,55.8,2947,1473,17.8,6306,25.4,3213,0,0,19758,26,4677,6191,10867,10893,55,4964,25.1,58785,336,145563,136,10672,18977,562,2020
Q3,October to December,2020/21,N09000011,Ards & North Down,arc21,Finalised,23250,71,5785,5100,10885,10956,46.8,396,1185,6.8,10626,45.7,5931,0,0,21434,71,4898,5006,9904,9975,46.2,9863,46,70008,306,163206,131,9740,20949,465,2020
Q3,October to December,2020/21,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,27956,84,8242,5940,14183,14266,50.7,8626,1328,35.6,2180,7.8,1316,0,0,25096,84,6937,5869,12807,12890,51,1922,7.7,82197,305,218162,115,11051,23113,478,2020
Q3,October to December,2020/21,N09000003,Belfast,arc21,Finalised,43044,85,9717,6052,15769,15854,36.6,10760,1106,27.6,12918,30,8274,0,0,37381,85,8917,5929,14846,14930,39.7,10610,28.4,148988,251,344994,108,12960,34468,376,2020
Q3,October to December,2020/21,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,19796,70,5459,3881,9340,9411,47.2,5727,723,32.6,2773,14,1394,0,0,17492,70,4978,3881,8859,8929,50.6,2232,12.8,58676,298,142507,123,7344,16190,454,2020
Q3,October to December,2020/21,N09000005,Derry City & Strabane,NWRWMG,Finalised,20722,47,6929,2629,9558,9605,46.1,6692,1021,37.2,2041,9.9,1345,0,0,18155,47,5427,2614,8041,8087,44.3,1840,10.1,61002,298,150831,120,5738,16287,352,2020
Q3,October to December,2020/21,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14844,42,4339,2500,6839,6881,46.1,1684,776,16.6,5216,35.1,3369,0,0,12969,42,3718,2500,6218,6260,47.9,4280,33,45767,283,116594,111,5857,12399,472,2020
Q3,October to December,2020/21,N09000007,Lisburn & Castlereagh,arc21,Finalised,19761,35,4974,4610,9584,9619,48.5,665,999,8.4,8346,42.2,4575,0,0,18321,35,3950,4587,8536,8571,46.6,7991,43.6,59651,307,148102,124,7952,17316,459,2020
Q3,October to December,2020/21,N09000008,Mid & East Antrim,arc21,Finalised,18828,38,4561,4261,8822,8861,46.9,1712,965,14.2,7219,38.3,4123,0,0,17303,38,3748,4249,7997,8035,46.2,6662,38.5,58233,297,139134,124,7842,16912,464,2020
Q3,October to December,2020/21,N09000009,Mid Ulster,No waste management group,Finalised,20993,55,5750,5885,11635,11690,55.4,7600,787,40,792,3.8,410,0,0,18559,55,4706,5885,10591,10646,57.1,660,3.6,53174,349,149747,124,10259,18045,569,2020
Q3,October to December,2020/21,N09000010,"Newry, Mourne & Down",arc21,Finalised,21997,33,5523,4493,10015,10048,45.5,9723,725,47.5,1314,6,753,0,0,20356,33,5222,4493,9715,9747,47.7,1161,5.7,67437,302,181683,112,9169,19652,467,2020
Q3,October to December,2020/21,NI,Northern Ireland,0,Finalised,255973,585,68924,51542,120466,121051,47.1,56533,11090,26.4,59733,23.3,34703,0,0,226825,585,57177,51203,108380,108965,47.8,52185,23,763918,297,1900523,119,98584,214308,460,2020
Q4,January to March,2020/21,N09000001,Antrim & Newtownabbey,arc21,Finalised,23837,33,8175,5199,13374,13408,56.1,2571,1167,15.7,6506,27.3,3648,0,0,18708,33,4772,5199,9971,10004,53.3,5310,28.4,58849,318,145563,129,9628,17840,540,2020
Q4,January to March,2020/21,N09000011,Ards & North Down,arc21,Finalised,22923,76,5522,4727,10249,10325,44.7,440,1244,7.3,10874,47.4,6151,0,0,21505,76,4576,4636,9211,9287,42.8,10547,49,70136,307,163206,132,9133,21285,429,2020
Q4,January to March,2020/21,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,27194,48,8435,5300,13735,13784,50.5,8510,1147,35.5,2194,8.1,1352,0,0,24098,48,6882,5230,12112,12161,50.3,1936,8,82576,292,218162,110,10381,22277,466,2020
Q4,January to March,2020/21,N09000003,Belfast,arc21,Finalised,41954,91,10167,5763,15930,16021,38,10348,813,26.6,12534,29.9,8111,0,0,36769,91,9494,5600,15094,15185,41.1,10411,28.3,149312,246,344994,107,13331,34347,388,2020
Q4,January to March,2020/21,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,18743,44,4940,3151,8091,8135,43.2,4368,608,26.5,4771,25.5,2730,0,0,16551,44,4580,3151,7731,7775,46.7,3859,23.3,58728,282,142507,116,6594,15661,421,2020
Q4,January to March,2020/21,N09000005,Derry City & Strabane,NWRWMG,Finalised,20865,45,7132,2318,9449,9494,45.3,6840,1051,37.8,2102,10.1,1416,0,0,18324,45,5626,2311,7937,7982,43.3,1896,10.3,61005,300,150831,121,5664,16578,342,2020
Q4,January to March,2020/21,N09000006,Fermanagh & Omagh,No waste management group,Finalised,14466,48,3798,2339,6137,6185,42.4,1419,676,14.5,5861,40.5,3676,0,0,12814,48,3374,2339,5713,5761,44.6,4889,38.2,45870,279,116594,110,5537,12445,445,2020
Q4,January to March,2020/21,N09000007,Lisburn & Castlereagh,arc21,Finalised,19567,40,5075,4193,9268,9308,47.4,629,1040,8.5,8500,43.4,4736,0,0,17982,40,3834,4181,8015,8055,44.6,8197,45.6,59862,300,148102,121,7470,17225,434,2020
Q4,January to March,2020/21,N09000008,Mid & East Antrim,arc21,Finalised,18572,56,4681,3904,8585,8641,46.2,1697,1050,14.8,7150,38.5,4172,0,0,17252,56,3822,3898,7720,7776,44.8,6785,39.3,58205,296,139134,124,7648,17063,448,2020
Q4,January to March,2020/21,N09000009,Mid Ulster,No waste management group,Finalised,20711,67,5982,5013,10995,11062,53.1,7855,877,42.2,797,3.8,439,0,0,18337,67,4961,5013,9974,10040,54.4,672,3.7,53458,343,149747,122,9679,17869,542,2020
Q4,January to March,2020/21,N09000010,"Newry, Mourne & Down",arc21,Finalised,21198,38,5453,4339,9791,9829,46.2,8973,937,46.7,1280,6,760,0,0,19716,38,5079,4339,9418,9455,47.8,1143,5.8,67551,292,181683,109,8956,19123,468,2020
Q4,January to March,2020/21,NI,Northern Ireland,0,Finalised,250030,586,69360,46245,115605,116191,46.2,53649,10610,25.7,62570,25,37190,0,0,222056,586,56999,45896,102896,103482,46.3,55644,25.1,765552,290,1900523,117,94020,211713,444,2020
Q1,April to June,2021/22,N09000001,Antrim & Newtownabbey,arc21,Finalised,29645,29,10749,8523,19273,19302,65,2196,1612,12.8,6286,21.2,2742,0,0,22227,29,5211,8523,13734,13763,61.8,4951,22.3,59129,376,145852,152,13215,21073,627,2021
Q1,April to June,2021/22,N09000011,Ards & North Down,arc21,Finalised,25399,80,5877,7120,12997,13077,51.2,327,1209,6,10717,42.2,5303,0,0,23739,80,4644,7023,11668,11748,49.2,10437,44,70212,338,163827,145,11489,23352,492,2021
Q1,April to June,2021/22,N09000002,"Armagh City, Banbridge & Craigavon",No waste management group,Finalised,32115,51,8716,9248,17964,18015,55.9,9205,1153,32.3,2255,7,1149,0,0,28575,51,6857,9143,16000,16051,56,1983,6.9,84172,339,219127,130,14379,26768,537,2021
Q1,April to June,2021/22,N09000003,Belfast,arc21,Finalised,45362,102,9365,8346,17711,17813,39,11268,1051,27.2,12925,28.5,7991,0,0,40016,102,8824,8161,16985,17087,42.4,10693,26.7,149159,268,344992,116,15314,37684,406,2021
Q1,April to June,2021/22,N09000004,Causeway Coast & Glens,NWRWMG,Finalised,22337,63,5215,5908,11122,11185,49.8,4414,668,22.8,5299,23.7,2511,0,0,19786,63,4812,5908,10720,10783,54.2,4166,21.1,57116,346,141664,140,9541,18912,505,2021
